learning_rate,hidden_sizes,l2_lambda,initializer,optimizer,lr_decay_type,decay_rate,decay_steps,val_accuracy,test_accuracy,model_weights,model_biases
0.05,[256],0.0,random,sgd,exponential,0.9,10,0.2664,0.4715,"[array([[-0.01248771,  0.00459782,  0.01812172, ..., -0.00052374,
        -0.05730754, -0.00603699],
       [-0.00828851, -0.0079028 ,  0.00172767, ..., -0.02601942,
        -0.04288843, -0.01603396],
       [-0.01220611, -0.009288  , -0.0057691 , ..., -0.02330416,
        -0.05089451, -0.00342469],
       ...,
       [ 0.01315545,  0.0060885 ,  0.00789592, ..., -0.02210521,
        -0.04085509, -0.0064755 ],
       [ 0.02587514,  0.01592371,  0.02615255, ..., -0.00705338,
        -0.01218566,  0.00294627],
       [ 0.03530534,  0.00358056,  0.00991804, ..., -0.01796565,
        -0.01670098, -0.00273759]]), array([[-0.01377361,  0.23687704, -0.11184049, ..., -0.08400133,
         0.17644737,  0.07549152],
       [ 0.03868569, -0.00376611,  0.02497766, ...,  0.04936559,
        -0.00236126, -0.02525201],
       [ 0.13284798, -0.03351958,  0.01868486, ..., -0.02677996,
         0.09150974,  0.06650432],
       ...,
       [-0.15193967,  0.11597077, -0.15799949, ..., -0.01486714,
         0.06825098,  0.15288648],
       [ 0.02989572,  0.21904243, -0.04142947, ...,  0.05413751,
        -0.24116715,  0.0954146 ],
       [-0.05362227, -0.06392504, -0.08460262, ...,  0.10984649,
        -0.00804296,  0.00355335]])]","[array([[-4.09398075e-02,  4.62082570e-03, -1.63754939e-01,
         7.86915602e-02,  8.36986171e-03, -1.66353960e-01,
        -2.38596131e-02,  6.09370780e-02,  4.23568584e-04,
        -4.13242413e-05, -2.35803099e-01, -1.96802161e-01,
        -1.41770502e-01, -7.62839087e-03, -1.51915905e-01,
        -2.64731736e-02, -8.15315294e-02, -2.33575360e-02,
        -8.22897769e-04, -1.94783350e-01, -1.79757052e-01,
         9.81962481e-02, -2.28011196e-01, -1.89285018e-01,
         7.73045397e-03, -9.15573348e-02,  2.17984282e-02,
        -1.03044692e-01,  2.06085974e-02,  1.07180282e-01,
         2.23056832e-01,  1.66564030e-03,  3.93603609e-02,
         8.33771019e-02,  1.77144544e-03, -2.96314170e-02,
         6.68492849e-02,  1.78662155e-01, -7.00972099e-02,
        -4.74308462e-04,  4.77034974e-04, -2.32608003e-01,
        -1.64317763e-03,  4.14140779e-04,  8.54755052e-02,
        -2.74831459e-02, -7.09450488e-02, -1.85419584e-01,
        -1.22497064e-02,  1.27462027e-01, -1.01325063e-01,
        -1.03782419e-01,  1.95563547e-03, -1.51492970e-01,
        -6.22004259e-02, -8.47636477e-02, -1.22690145e-02,
        -8.16845264e-02, -1.71802912e-04, -6.59815133e-04,
        -6.71475897e-03, -2.66259053e-02,  7.11890589e-04,
        -2.07080384e-01, -2.08494280e-01,  2.63951997e-02,
        -2.57396861e-01,  7.87925746e-02,  3.83056768e-01,
         9.68953257e-02, -2.43371838e-05, -2.10424980e-03,
         1.74111243e-01, -4.42623040e-02,  3.97399414e-02,
         1.13982995e-01, -5.25917791e-02, -1.78379839e-02,
         1.48396491e-02,  5.74350378e-02, -4.52331313e-02,
         8.23691460e-02,  2.54913857e-01, -7.92461377e-02,
        -3.11249848e-02,  4.99252115e-01,  9.66361087e-02,
         3.80917302e-02,  1.60636118e-01, -9.77577745e-02,
        -3.27342078e-02,  8.36174193e-03,  2.47858441e-01,
        -3.31512301e-03, -2.99527441e-02,  2.78992816e-02,
        -1.39797116e-01,  8.00585892e-03, -3.17083968e-02,
         9.19226961e-02, -1.45498069e-01,  2.64189916e-01,
        -2.24298328e-01,  8.58511799e-02,  1.03532782e-02,
         1.41909141e-02,  6.70103227e-03,  6.00202606e-02,
         3.88997157e-04, -1.03695068e-01,  2.38206854e-02,
        -2.67658239e-01, -6.01708187e-02,  1.28176877e-03,
         8.44232946e-02,  1.29698127e-01,  1.33050693e-02,
         8.20765335e-03,  1.10297420e-02,  1.75747109e-03,
        -9.94989298e-03,  1.48912319e-03, -4.40933083e-02,
         2.19780280e-02, -1.46434950e-01,  3.56435897e-02,
         6.89965153e-02,  5.73172474e-02, -1.06217033e-01,
         9.22041840e-02, -6.37287635e-02,  5.31224858e-05,
         1.81884446e-02, -1.95724450e-01,  6.22299103e-03,
        -6.46658184e-02, -9.98761483e-02, -4.59917491e-02,
         3.94319537e-01, -8.19754917e-02,  4.51743173e-01,
         5.28391375e-02, -1.76560500e-04,  2.40381335e-02,
         3.13031668e-01, -1.30417108e-04, -6.93256630e-02,
        -1.97075065e-01, -1.29646482e-01, -3.62038848e-02,
         2.07793998e-01, -5.60875971e-01, -7.23292761e-03,
        -2.94136777e-02,  6.79362945e-03,  8.96925880e-03,
        -5.23887615e-02, -2.30978405e-02,  1.59109674e-01,
         1.43292416e-01, -9.70594173e-03, -2.87194265e-05,
        -1.40105445e-02,  1.30729057e-03, -1.76943358e-01,
        -2.02573891e-01, -3.77538198e-02, -1.96184411e-01,
         2.19221141e-02, -1.03701432e-01, -1.54727176e-02,
         8.03719474e-02, -2.27303225e-01, -1.48843679e-01,
         1.70207751e-02, -9.35854516e-02, -6.61467758e-03,
        -1.40211893e-02,  4.02123242e-01,  1.30120983e-01,
         1.04773636e-01, -3.66205580e-03, -9.64063023e-03,
        -4.64864590e-04,  8.13230648e-02, -1.95246232e-01,
         1.47450905e-02, -5.26153881e-02,  7.31199762e-02,
        -9.49841975e-04, -5.31169434e-02, -2.16235667e-02,
         2.00773569e-02, -3.60355918e-04, -3.91743635e-02,
         2.20311890e-03, -6.72551696e-05, -3.28462215e-04,
         5.86176501e-03, -1.17872912e-01,  2.44999384e-05,
        -1.25773679e-02, -4.55235578e-02,  8.86923149e-02,
         1.80936655e-01,  1.91617000e-02,  9.57686490e-02,
         3.09141773e-02,  8.75340836e-02, -1.03257848e-04,
         1.06140598e-01, -9.22453700e-03, -1.74852076e-04,
        -1.02223935e-01, -2.68129068e-04,  7.49679032e-02,
        -1.86849176e-01,  5.67914727e-04,  1.02871655e-01,
         2.78256395e-02,  1.78700455e-02, -3.91463018e-02,
         3.48872436e-04, -1.50302334e-02,  4.09921386e-03,
         4.16382275e-02, -5.48019725e-04, -1.44886055e-01,
         7.30589665e-02, -1.21458025e-02, -4.64728324e-04,
        -1.56796609e-02, -7.17886274e-02,  4.22088776e-02,
        -1.07225895e-01, -2.84385723e-02, -2.22212582e-02,
         6.00947824e-02, -2.95232604e-02,  1.15526027e-01,
        -2.32915882e-02,  1.48847867e-01, -1.47938669e-01,
        -1.73238272e-01, -4.98068128e-03, -6.68754888e-02,
         4.30648916e-02,  1.51259234e-03,  3.61293347e-02,
        -1.77677811e-02,  1.47268164e-04, -1.24326695e-01,
         1.43693763e-01,  4.75908808e-03,  1.05436468e-01,
        -6.81505813e-02]]), array([[-0.60215818, -0.57346285,  0.79737304, -0.22762191,  1.21808394,
        -0.72568105,  1.4774172 , -0.23289647, -0.33886454, -0.79218918]])]"
0.05,[256],0.0,random,sgd,linear,0.9,10,0.5396,0.5411,"[array([[-0.01864444, -0.02072179,  0.00363631, ..., -0.00023677,
         0.00891987, -0.00162835],
       [-0.00592301, -0.02154103, -0.00050162, ..., -0.03876671,
         0.01491556,  0.00260107],
       [ 0.00099503, -0.01639607, -0.00215541, ..., -0.00396253,
        -0.00163611, -0.01583542],
       ...,
       [ 0.01670803, -0.01097702, -0.00266904, ..., -0.03084144,
         0.01220979,  0.00522529],
       [-0.00456233, -0.02316946,  0.00387244, ..., -0.06007583,
        -0.00315813,  0.00166636],
       [ 0.02598526,  0.01226317,  0.00668249, ..., -0.04893692,
        -0.01396748, -0.00228053]]), array([[ 0.00349896, -0.02147814, -0.01081792, ..., -0.00836709,
         0.00816294, -0.00336724],
       [ 0.23089452,  0.17280111, -0.01745816, ...,  0.42792999,
        -0.01795005,  0.01481778],
       [ 0.00914579, -0.0105889 , -0.0123016 , ..., -0.00814134,
        -0.00215164,  0.00067247],
       ...,
       [-0.07827153,  0.31248483, -0.29131873, ..., -0.23390953,
         0.01610762,  0.10973155],
       [ 0.05888166, -0.13654011, -0.02096324, ..., -0.0217147 ,
         0.26291051, -0.23123795],
       [-0.11539647,  0.09114834,  0.31350539, ..., -0.09754064,
        -0.06228623, -0.01399498]])]","[array([[-1.49629453e-04, -1.71471687e-01,  1.09304032e-03,
        -1.86632839e-01, -1.66706631e-04, -2.38675360e-01,
         3.29424816e-01,  2.55821571e-03, -6.41153474e-02,
         6.96351618e-02,  6.81453569e-02, -6.01053296e-02,
         1.24853366e-01,  9.23334314e-02,  4.18492317e-02,
        -6.04022453e-02, -3.18194588e-02,  1.03961507e-01,
         5.49154572e-02, -3.94141205e-02,  7.72474852e-02,
        -5.20432759e-02, -1.22551237e-02,  3.56785156e-02,
         1.55739818e-02, -3.93345974e-02,  1.61695413e-03,
         3.06069353e-03, -1.93873969e-01, -7.18284041e-02,
        -1.75010220e-01, -2.54379646e-01,  7.13780157e-02,
         9.23047371e-02, -7.04162020e-05,  1.37787490e-01,
        -1.64286314e-01,  3.30613130e-02, -1.06568525e-03,
         8.54091190e-02, -1.16998980e-02,  6.08038012e-02,
         6.53263388e-02, -2.31094847e-03,  3.62255873e-03,
        -6.31260245e-02,  2.12432820e-05,  3.01024882e-02,
        -9.43176038e-02, -1.38833222e-01, -4.69384999e-04,
        -1.21548139e-01,  1.23623128e-02, -5.55384703e-05,
         2.52685795e-04,  2.82186493e-02, -4.96304052e-04,
         6.86550231e-02,  9.24101739e-06,  1.63793693e-02,
         5.57019534e-02, -4.54197479e-02, -5.47976033e-04,
         3.19888954e-02,  5.61048656e-03, -2.27333049e-01,
        -1.51296487e-01,  1.06215194e-02,  1.16337830e-02,
        -1.87035447e-01, -3.43351223e-03, -3.38925897e-02,
         3.62568270e-01,  1.24043196e-01,  2.35506023e-02,
        -4.13749166e-03, -7.58154766e-02, -1.97838112e-04,
        -3.39036379e-02,  5.67274763e-02, -2.15971187e-01,
         1.03431987e-02,  2.11684491e-01,  7.78447388e-03,
        -1.91619463e-01,  1.62913548e-01, -7.14709720e-02,
         6.36457202e-02, -1.05130715e-02, -6.44043495e-02,
        -1.36703627e-01,  1.68479163e-02, -1.13024708e-01,
         1.60752486e-01, -4.91251660e-02,  2.52053802e-01,
         4.59418363e-03,  1.56618240e-02,  6.17709702e-02,
        -1.17980853e-01, -1.40573294e-01,  1.12482739e-02,
        -2.73016164e-02, -1.63297013e-01, -2.97201510e-02,
        -1.46265738e-01, -5.04986112e-02,  3.04084236e-02,
        -1.77345196e-01,  1.53272025e-01,  1.74785138e-01,
        -3.59638092e-02,  6.87796016e-02, -1.33360019e-01,
         6.40207530e-01,  5.05125301e-02, -5.74586409e-02,
        -1.28174966e-01, -1.06889294e-01,  7.69027887e-02,
         2.06777272e-02,  4.52160798e-02, -6.79542636e-04,
        -1.39385510e-01,  5.98683236e-04, -8.42802828e-02,
         1.16296019e-01,  3.55498706e-01,  2.08394682e-01,
         8.62916880e-03, -5.23624908e-02,  1.09275401e-01,
        -3.16852783e-04, -2.86632244e-02, -2.06448589e-02,
         2.96881209e-05, -3.39397122e-04, -3.31678810e-02,
         3.33916388e-02, -2.40876649e-03,  9.88909523e-03,
        -7.81581088e-03,  4.73786573e-03,  1.97522069e-02,
         6.54990165e-03, -7.47288491e-02, -6.53055436e-04,
        -1.29845709e-01,  7.19238961e-02,  4.38010236e-02,
        -7.97527574e-02,  2.65806025e-01,  5.22727349e-04,
         5.05013028e-02,  3.45809452e-01,  1.49763920e-01,
        -1.61196674e-01, -9.50281711e-02,  1.05156982e-01,
        -2.32408272e-01, -2.44555193e-02,  8.75412725e-02,
        -6.49241814e-04,  1.33671034e-01,  1.59451898e-01,
        -3.11657759e-01,  9.50449203e-04, -6.17140272e-02,
         3.63563859e-02, -2.66070402e-01, -2.15517868e-01,
        -2.82133109e-01,  3.93300747e-01, -4.30092795e-02,
         1.24543355e-02,  8.75734543e-02,  6.71802961e-02,
        -1.12148344e-01,  4.85225494e-04, -7.27531813e-02,
         1.51218099e-02, -1.04656858e-01, -1.11047078e-01,
         5.26149648e-04, -1.46753446e-01,  4.02272349e-02,
        -2.10611433e-02, -1.40634949e-02, -1.25114177e-01,
        -4.31506163e-04, -5.90707326e-02, -4.90528367e-02,
         2.86718694e-04, -7.02912036e-02,  1.80473093e-02,
        -6.88875382e-02,  1.38138860e-03, -1.04291091e-01,
        -1.21708059e-01, -1.35004384e-01, -1.59012666e-01,
         7.42932766e-03,  2.27643674e-01,  1.09385753e-02,
         1.38641108e-01,  1.42968032e-01, -5.02598096e-04,
        -4.48291861e-04, -2.83735346e-04,  2.49740712e-02,
         1.12337738e-01, -7.21397598e-02, -1.53008913e-02,
        -1.22432601e-02,  1.01725411e-01, -1.33554590e-01,
         4.04028402e-02,  8.27227412e-02,  5.52976676e-02,
        -9.51813182e-02,  1.82126873e-02, -9.36444823e-02,
         1.96416863e-04, -1.49592949e-01, -7.17723692e-03,
        -6.29413759e-02, -6.94624576e-02, -3.43279432e-02,
        -1.06177562e-01,  5.47694997e-03,  9.46087883e-02,
         1.17150722e-02, -1.37206155e-01,  2.10739764e-01,
        -9.57901499e-02,  6.25778253e-05,  1.20700340e-01,
         2.53431123e-01, -2.97373748e-02, -1.52682402e-01,
        -1.69228083e-04, -8.10538037e-03,  5.37518548e-02,
        -1.32577305e-01, -1.05684786e-01, -3.09277085e-02,
        -6.58025496e-02, -4.53021262e-02,  4.65045073e-02,
         2.31551473e-02,  9.77293096e-03, -1.04467831e-01,
        -4.23202194e-02, -5.00948496e-02,  7.70654596e-02,
         1.50705715e-01]]), array([[-0.68357868, -0.42122668,  0.81223258, -0.23713336,  1.1826723 ,
        -0.81211636,  1.55045927, -0.22743688, -0.35269442, -0.81117777]])]"
0.05,[256],0.0,random,sgd,constant,0.9,10,0.4398,0.4585,"[array([[ 0.03718031, -0.01414666,  0.00364505, ..., -0.01054541,
        -0.01985024, -0.01241835],
       [ 0.00854996, -0.01602137, -0.00806074, ...,  0.01499383,
         0.00119791, -0.04505722],
       [ 0.00916391, -0.00283485,  0.00566961, ...,  0.01787906,
        -0.00160752, -0.02930761],
       ...,
       [ 0.05276568, -0.00348659,  0.0106022 , ...,  0.03492584,
        -0.01548462, -0.02331159],
       [ 0.07510762, -0.00225736,  0.01418464, ...,  0.04850129,
        -0.00179375, -0.00880903],
       [ 0.09481784, -0.00218836,  0.00417358, ...,  0.03984577,
        -0.01002385,  0.00038699]]), array([[-0.03188016,  0.16644503,  0.15288883, ..., -0.08804051,
         0.11700454,  0.23126453],
       [ 0.08476343, -0.03347597,  0.00443539, ...,  0.07266224,
        -0.02903859, -0.03850282],
       [ 0.04182826, -0.09031165, -0.11310313, ...,  0.03269033,
         0.05822778,  0.06212202],
       ...,
       [ 0.01886062,  0.07775736,  0.04352355, ..., -0.17414625,
         0.04169452,  0.01182926],
       [ 0.00323633,  0.00360245, -0.04250102, ...,  0.0684781 ,
        -0.05037985,  0.13814788],
       [ 0.08916025, -0.0501579 , -0.24660557, ...,  0.32424927,
        -0.18378486,  0.17836833]])]","[array([[-3.00197353e-02,  1.08163348e-02, -8.27548302e-02,
         4.44177254e-03, -7.55408785e-02, -2.30981428e-02,
         1.03832234e-04, -2.07872919e-01, -5.89294143e-02,
         4.22605450e-02, -3.73854271e-02, -5.35778635e-02,
        -5.66850543e-02, -3.26062720e-05,  1.21702551e-02,
         1.86701294e-01, -3.56452128e-02, -1.14500259e-02,
         5.24527877e-02,  9.86963903e-04, -2.45820714e-01,
        -1.73012089e-01,  2.52076021e-02,  7.47832624e-03,
         4.63866531e-02, -4.45959378e-04, -1.15137201e-01,
        -2.16172512e-01,  6.27460969e-02, -3.94759699e-02,
         1.35828282e-02, -1.70603928e-01,  4.89645375e-03,
        -2.48744689e-02,  4.69135003e-05, -1.56046886e-01,
        -1.87239324e-01,  1.82639102e-01,  9.29887596e-02,
         2.30682168e-01, -2.00455529e-02,  7.27858081e-03,
         1.85634863e-02,  7.40647759e-02, -1.16600228e-01,
        -1.85952519e-01,  1.94174870e-02, -4.97357042e-02,
        -1.61319909e-01,  1.23966874e-02, -4.65755725e-02,
        -4.67145103e-02,  1.69812401e-02, -2.83954006e-02,
        -2.65879586e-04, -3.72053621e-02,  1.54258750e-02,
         5.97730753e-03, -7.61956473e-04, -1.38793933e-01,
        -8.17933170e-05,  2.61656583e-03, -3.81188036e-02,
         2.12920567e-01,  4.84240268e-02,  2.63697936e-02,
         2.39592358e-01, -1.59897155e-01, -7.32829102e-04,
        -7.31535306e-02, -1.29219096e-01,  2.66293085e-02,
         3.55688570e-02, -1.56771560e-01,  9.28746664e-03,
        -5.96648865e-04, -6.02350936e-03,  4.06396437e-02,
         3.90024161e-04, -1.58542986e-01, -5.38500806e-02,
         3.21843472e-02,  4.32423556e-01, -6.81458841e-04,
        -1.01988114e-01, -1.53432473e-01,  2.65039749e-02,
         1.86993034e-02, -1.76506253e-01,  4.49770672e-02,
        -2.32285423e-02,  2.91807115e-02,  6.20763317e-03,
        -7.23347507e-02, -4.50941719e-03,  1.35982009e-03,
         2.10493583e-04, -1.19056125e-01,  5.73271644e-02,
        -8.72989315e-02, -5.15422368e-02, -2.27706129e-01,
         2.67939515e-03,  6.67826415e-02,  6.29034804e-02,
        -6.01165613e-02, -3.19602205e-02,  1.42098304e-02,
         0.00000000e+00, -1.56327421e-01, -3.89878370e-02,
         4.27001590e-02, -5.92032688e-02, -1.97605759e-01,
        -1.13386820e-02, -8.31448389e-03,  7.36566056e-02,
        -1.66003006e-01,  2.28238724e-02, -2.51765574e-02,
         1.77897157e-02,  1.81997818e-02, -9.57163603e-05,
         7.70107396e-02,  2.77069207e-02, -2.91725506e-01,
        -2.48542524e-01,  1.23828235e-01, -1.63774276e-01,
        -1.23196971e-01, -1.00101481e-01,  1.33631553e-03,
        -6.93055903e-02,  4.38803954e-03, -2.08611106e-01,
         2.44984556e-01,  1.38003531e-01, -6.15821896e-02,
        -3.59824466e-02, -1.85717240e-01,  1.61892834e-01,
        -2.56487028e-02,  1.06315794e-02,  7.78092399e-03,
        -1.69025913e-01, -3.29915868e-02,  9.84179619e-03,
        -3.73828189e-03,  8.00645632e-02,  3.06939828e-04,
        -4.08689177e-02,  4.22650709e-01, -6.66577782e-03,
        -7.72380480e-02, -1.18161691e-01,  1.81953731e-02,
         7.83747757e-03, -1.17477813e-01,  6.92901013e-03,
        -1.15194974e-02, -9.20359668e-03,  1.36827874e-01,
        -5.67308005e-03, -3.45630103e-04,  1.60020816e-01,
        -5.30388107e-02, -1.12473535e-01,  3.93527356e-02,
        -2.12982480e-02, -7.21573601e-03, -4.24455008e-02,
        -1.34013257e-04,  1.67983532e-02, -2.05676836e-01,
        -7.71644097e-03, -6.01305338e-02,  7.22569168e-03,
         1.41706377e-01,  2.14781675e-02, -4.69216815e-02,
         2.17843678e-01, -1.92503475e-01, -6.66840517e-02,
        -5.43756744e-02,  1.83833365e-01, -1.40969283e-01,
        -7.63439549e-03, -2.44418942e-01, -1.79547041e-02,
         1.09121286e-02,  1.88856952e-01,  3.30431075e-02,
        -3.14250832e-02,  3.22145672e-01,  4.06437823e-01,
        -5.05045284e-04,  1.71616223e-01,  5.98466578e-02,
        -2.07712242e-01, -7.25012699e-04, -1.27189127e-02,
        -1.92087230e-01, -3.04327327e-02, -1.33855524e-01,
        -1.48839823e-01,  8.44060961e-02,  1.24638471e-01,
         4.12292795e-02, -7.84111874e-04, -8.25524233e-03,
         2.30521468e-02, -9.67681684e-02, -3.33091476e-02,
        -1.80153552e-01, -4.22268035e-02,  3.25500695e-01,
        -1.04364142e-01, -1.08841999e-01, -9.58311339e-02,
         8.81343781e-04,  5.08068164e-01,  8.14426739e-03,
        -1.26701953e-02, -7.26809120e-02, -3.08232979e-01,
        -6.66292696e-03,  2.05104435e-02,  2.77747739e-01,
        -3.29397142e-05, -6.72486546e-02, -9.34152974e-03,
        -3.06860987e-01, -1.39405297e-02,  1.62037873e-02,
        -2.61672287e-03,  2.00682564e-01, -3.49672166e-03,
         2.66524958e-01,  4.51353062e-03,  5.00191756e-02,
         1.15992202e-01,  1.50138332e-01, -1.28417456e-01,
         2.76982138e-02,  1.10326002e-02,  3.70337031e-02,
        -6.50057266e-03,  4.57113052e-02,  4.86708676e-02,
        -9.58328114e-05,  1.13486403e-02,  3.88754387e-03,
         5.67205300e-02,  3.61254632e-02, -4.98764687e-02,
        -4.64625625e-02]]), array([[-0.62100251, -0.66591223,  0.8485938 , -0.22080345,  1.24422048,
        -0.68812364,  1.4728515 , -0.21287688, -0.35460077, -0.8023463 ]])]"
0.05,[256],0.001,random,sgd,exponential,0.9,10,0.217,0.4726,"[array([[-0.00531919, -0.00041478, -0.0013352 , ..., -0.02205767,
        -0.02903325,  0.01546968],
       [ 0.00304257,  0.00386025, -0.00418934, ..., -0.01135057,
        -0.0213978 , -0.00436021],
       [-0.00288294,  0.00378416, -0.00637524, ..., -0.01177996,
        -0.02805689, -0.02352414],
       ...,
       [ 0.00044369,  0.0045912 , -0.00176701, ..., -0.01129064,
         0.03598802,  0.02033375],
       [ 0.00272093,  0.00543594,  0.00104188, ..., -0.01439466,
         0.03540357,  0.01643359],
       [-0.00209686, -0.00034136, -0.00516111, ..., -0.0199152 ,
         0.04811042,  0.01742864]]), array([[ 1.66685253e-03,  3.16204880e-03,  3.37714991e-03, ...,
        -8.69097335e-03, -6.28716987e-04, -7.35697938e-04],
       [-4.51710708e-03, -1.00032237e-02, -3.48349537e-03, ...,
         3.57253735e-03,  7.76918949e-03,  4.54656498e-03],
       [-3.33166317e-04, -6.82610168e-03, -4.25604739e-03, ...,
         3.19475865e-03, -1.34505496e-03, -3.06180697e-03],
       ...,
       [ 1.64398959e-01, -1.17736772e-01,  4.08438969e-02, ...,
        -4.31926525e-02,  2.43028452e-02,  2.65364596e-02],
       [-1.60801935e-01, -9.74826542e-02,  3.99001830e-01, ...,
        -1.48156461e-02, -1.18667877e-01,  2.25732756e-02],
       [ 1.03259033e-01,  1.16222920e-01, -1.11492597e-01, ...,
        -1.28576380e-02,  5.53527243e-02,  4.57555727e-02]])]","[array([[-3.39222158e-04, -2.59567173e-04, -5.36507324e-04,
         1.48737669e-01, -1.06988358e-01, -5.12800886e-02,
         9.58799593e-02,  7.47492211e-02,  6.02631971e-03,
        -1.75664689e-02, -2.93827416e-01,  7.67029235e-02,
         5.31350997e-02,  1.83671589e-02, -1.28690910e-02,
        -2.55031708e-01, -2.00210348e-01, -1.88875294e-02,
         6.73447432e-04, -1.74621522e-02,  3.52589300e-04,
         5.72976989e-02,  1.18357047e-01,  1.05753234e-01,
        -1.19413449e-01, -2.00047825e-01, -1.19094802e-01,
        -9.67476559e-03, -9.77541031e-02,  8.39060583e-02,
         7.99896764e-02, -1.69658131e-01,  1.30750729e-01,
        -1.69858264e-01,  7.21756883e-02, -2.27475372e-01,
        -1.04939152e-01, -1.73405518e-02,  1.08936090e-01,
        -1.80070641e-01,  1.56176951e-01,  4.29520649e-03,
         2.94169009e-02,  1.01219258e-01, -3.68019167e-02,
        -8.28103651e-02,  3.43597381e-01, -5.32202406e-02,
         1.53270808e-02, -3.03385588e-02,  5.78207654e-02,
        -1.18706725e-02, -5.43006298e-01, -6.91910142e-04,
        -5.43759066e-02, -1.93677856e-01, -4.20589190e-01,
         6.00031777e-01,  1.09832396e-03,  6.31999623e-02,
        -2.55832220e-01, -2.21428554e-02,  2.21467170e-02,
         9.33381828e-02,  3.82461813e-04, -2.73020727e-01,
         2.61997348e-02, -7.40209953e-03,  2.98782185e-01,
        -4.35923432e-02, -1.42029342e-01,  9.61191536e-02,
        -2.33488627e-02, -1.09471749e-03, -8.12120645e-06,
        -1.51624920e-01,  2.91675145e-01, -1.74380204e-01,
        -1.31941843e-01,  7.93485275e-02, -2.31958614e-03,
        -1.64149038e-01, -8.49033318e-02,  3.67404084e-03,
        -1.52584676e-01,  1.62484583e-04,  1.96151661e-01,
         3.82948150e-01, -3.32454796e-01, -1.92140055e-01,
        -5.47681500e-02,  4.81758976e-01, -5.22045605e-02,
        -1.49806626e-01,  2.77567415e-02,  3.17839041e-04,
        -5.27465628e-03,  3.00010330e-02, -4.11029236e-02,
        -5.29780052e-02, -3.37975403e-02, -6.60950693e-02,
         3.31655521e-03,  5.24430171e-01,  7.14383321e-03,
         4.56080974e-03,  9.08999658e-05, -2.59856066e-02,
         1.93719696e-02,  2.09638457e-02, -5.46023687e-02,
         2.06807344e-02,  2.39979050e-01, -9.49397586e-04,
        -2.29604378e-02, -5.57211435e-02,  2.53162200e-02,
         9.28819183e-03, -2.67546685e-01,  1.41214920e-03,
        -1.26666586e-01, -6.26396899e-02, -1.74476013e-01,
        -3.15382690e-01, -2.32643172e-01,  3.86004225e-01,
         3.73468271e-02,  2.72061350e-04,  1.24924552e-01,
        -8.69832311e-03, -8.32025258e-02, -1.81850841e-03,
         7.25089931e-02, -4.37143989e-04, -2.04371432e-01,
         4.91042041e-02, -1.10209519e-01,  6.15490185e-02,
        -4.28191680e-02,  3.71960944e-02,  7.26998511e-02,
        -1.09566339e-03, -3.45665217e-04,  4.55547500e-02,
        -6.97920728e-02, -1.34679283e-02, -3.44408230e-01,
         1.49720516e-03, -3.62827926e-02, -6.03192358e-02,
         1.87646909e-01, -4.80820396e-02,  2.91510430e-01,
         2.00112731e-01,  1.95546016e-01,  2.29264801e-01,
         3.10270819e-02, -1.32358004e-01,  5.23097090e-02,
         4.78294338e-02,  1.32455585e-01, -1.02891072e-03,
         6.84484589e-02, -3.96137256e-04, -2.42060460e-02,
        -1.44274999e-01, -2.88791219e-04, -5.87520876e-02,
         1.00551801e-01, -4.61113196e-02,  3.79188672e-04,
        -8.90158001e-02,  3.86732822e-01, -4.87144143e-02,
        -2.73837697e-02,  1.55602491e-03, -1.20053333e-01,
        -1.25741215e-02, -3.00302160e-03,  2.49532662e-02,
        -4.36828810e-03,  2.78599597e-02, -1.98089562e-02,
         3.37523798e-01,  1.27204007e-04, -1.02655324e-01,
         2.52345323e-02, -4.13783374e-02,  0.00000000e+00,
         2.66634018e-01, -3.98528397e-02, -9.51608692e-02,
         4.35817201e-02, -7.50335212e-02,  4.88906690e-02,
         8.88306781e-03, -2.83222255e-01,  9.90526801e-02,
        -3.02994198e-02,  1.43365277e-02,  2.20970873e-02,
         7.56904478e-03,  6.78557151e-02,  2.95878577e-01,
         1.21418244e-02,  7.90527464e-02,  4.07379940e-02,
        -2.11499787e-02,  7.47267017e-02,  1.09825112e-01,
        -1.68513069e-01,  6.76992318e-02, -2.17571462e-02,
         3.20274580e-02, -4.46566400e-02,  1.39688043e-01,
         2.72458177e-02,  1.37251890e-02,  5.70842512e-04,
         1.09442716e-01, -2.31116938e-01, -1.94786473e-01,
         3.03671528e-02,  1.70912637e-02, -2.14128096e-01,
        -3.60322711e-01, -1.66221852e-01, -7.99536780e-02,
         2.67254741e-03, -1.08932997e-01,  8.61646585e-02,
         1.01154863e-02, -3.12088595e-02, -8.77336565e-02,
         2.51902930e-03,  6.11734485e-03,  1.45706348e-04,
        -3.71282705e-02, -1.80889032e-01, -2.32137498e-01,
         4.78308841e-02, -6.31586252e-03,  2.13156101e-01,
         2.01397766e-01,  7.55011945e-03, -7.02356925e-02,
        -1.23184878e-01,  6.53896471e-02,  3.38610596e-02,
         1.18754208e-01,  1.37235162e-01,  5.58688224e-02,
         1.88093010e-03,  3.21890822e-01, -1.56411069e-01,
        -3.60482153e-01]]), array([[-0.5654244 , -0.82332389,  0.91222993, -0.17667453,  1.31820292,
        -0.73239332,  1.62295615, -0.26493859, -0.31215053, -0.97848374]])]"
